"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Origin","Origin WPA","Origin Region","Fate","R and D code","Tonnes Received","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","10 - THERMAL PROCESSES WASTE","Casting of ferrous pieces","casting cores and moulds which have undergone pouring other than those mentioned in 10 09 07","10 09 08","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",10.34,"12 - Mineral wastes","Various mineral wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","10 - THERMAL PROCESSES WASTE","Casting of ferrous pieces","casting cores and moulds which have undergone pouring other than those mentioned in 10 09 07","10 09 08","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",19.18,"12 - Mineral wastes","Various mineral wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",14.14,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",8.24,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",15.66,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",24.28,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","insulation materials other than those mentioned in 17 06 01 and 17 06 03","17 06 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",2.1,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",17.61,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",16.76,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","other construction and demolition wastes (including mixed wastes) containing dangerous substances","17 09 03*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",10.58,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",619.7,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",1855.71,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",13.16,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","soil and stones","20 02 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",13.48,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","soil and stones","20 02 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",138,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paint, inks, adhesives and resins other than those mentioned in 20 01 27","20 01 28","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D15",0.1,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Agriculture - horticulture - aquaculture - forestry - hunting and fishing","waste plastics (except packaging)","02 01 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D15",23.5,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","10 - THERMAL PROCESSES WASTE","Casting of ferrous pieces","casting cores and moulds which have undergone pouring other than those mentioned in 10 09 07","10 09 08","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D13",23.3,"12 - Mineral wastes","Various mineral wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","insulation materials containing asbestos","17 06 01*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D13",7.71,"12 - Mineral wastes","Asbestos wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","insulation materials other than those mentioned in 17 06 01 and 17 06 03","17 06 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D13",1.34,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","insulation materials other than those mentioned in 17 06 01 and 17 06 03","17 06 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D15",1.1,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","other construction and demolition wastes (including mixed wastes) containing dangerous substances","17 09 03*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D15",12.68,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Surrey","Surrey","South East","Recovery","R04.05",33.47,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Surrey","Surrey","South East","Recovery","R04.05",0.25,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","Surrey","Surrey","South East","Recovery","R13",6.14,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","Babergh","Suffolk","East of England","Recovery","R13",40.82,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","Non-Haz Waste Transfer","Ipswich","Suffolk","East of England","Recovery","R13",661.56,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","Ipswich","Suffolk","East of England","Recovery","R13",125.9,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","Ipswich","Suffolk","East of England","Recovery","R13",513.38,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","Ipswich","Suffolk","East of England","Recovery","R13",468.04,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","Mid Suffolk","Suffolk","East of England","Recovery","R13",11.14,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","Mid Suffolk","Suffolk","East of England","Recovery","R13",559.54,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","Non-Haz Waste Transfer","West Suffolk","Suffolk","East of England","Recovery","R13",7.1,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","West Suffolk","Suffolk","East of England","Recovery","R13",16.98,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",4023.46,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",438.92,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",6358.34,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",32826.44,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","street-cleaning residues","20 03 03","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",896.48,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","bulky waste","20 03 07","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",919.44,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","bulky waste","20 03 07","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",2378.6,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Dairy products industry","sludges from on-site effluent treatment","02 05 02","Transfer","Non-Haz Waste Transfer","Buckinghamshire","Buckinghamshire","South East","Recovery","R10",457,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from washing and cleaning","02 02 01","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",280,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","materials unsuitable for consumption or processing","02 03 04","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",258.89,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Aerobic treatment of solid wastes","wastes not otherwise specified","19 05 99","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",737.36,"10 - Mixed ordinary wastes","Sorting residues"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from on-site effluent treatment","02 03 05","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",457.18,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from washing and cleaning","02 02 01","Transfer","Non-Haz Waste Transfer","Essex","Essex","East of England","Recovery","R10",873.91,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from washing, cleaning, peeling, centrifuging and separation","02 03 01","Transfer","Non-Haz Waste Transfer","Essex","Essex","East of England","Recovery","R10",1148,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from on-site effluent treatment","02 03 05","Transfer","Non-Haz Waste Transfer","Essex","Essex","East of England","Recovery","R10",56,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from on-site effluent treatment","02 02 04","Transfer","Non-Haz Waste Transfer","Hertfordshire","Hertfordshire","East of England","Recovery","R10",3149.31,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Agriculture - horticulture - aquaculture - forestry - hunting and fishing","sludges from washing and cleaning","02 01 01","Transfer","Non-Haz Waste Transfer","Lincolnshire","Lincolnshire","East Midlands","Recovery","R10",107.54,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from washing and cleaning","02 02 01","Transfer","Non-Haz Waste Transfer","Lincolnshire","Lincolnshire","East Midlands","Recovery","R10",244,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Agriculture - horticulture - aquaculture - forestry - hunting and fishing","sludges from washing and cleaning","02 01 01","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",474.55,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from washing and cleaning","02 02 01","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",447.04,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","animal-tissue waste","02 02 02","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",560,"09 - Animal and vegetal wastes","Waste of food preparation and products"
